body,time,hash,location,title
"Tabak for letting mme take a pic in your car, we even took a pic together. Your very good-looking and I would like to take you out. Hit me up.",12/25/17,4597d3ec1e6924a084ebd66efc0b195a,newyork,"Cop that let me take a pic in your car - m4m - missed connections"
"Ever feel lonely? Tired from work always coming home to the same thing over and over. From work to your days off and then repeat the same thing over and over again. I'm a sort of a introvert not that I want to be but I'm just too shy to make a convo in person. Any lady in the same boat as me? And no this is not fake.. I'm real .. I have FaceTime, kik , Snapchat etc... message me :)!",12/25/17,f9562f957730a65e092c81b3d33781ee,newyork,"I just wish I had someone to have a convo with.. - m4w - missed connections"
"Im looking for someone who has smoke or funds to do so at the moment . email me and send your number im hosting untill 1:00",12/25/17,9642ccca1ba666296e1fde3c63ef153a,newyork,"BBC ..420 - m4m - missed connections"
"Wishing you a Merry Christmas I have a lot of nice memories!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",12/25/17,31c4c09328413c028be82051fefb8f33,pittsburgh,"M.A.M Brookline - m4w - missed connections"
"You are very beautiful. I couldn't tell you that in person, for many reasons, so I have to settle for this medium. I hope you see it, and I hope you have a great day.",12/25/17,38580ef375aa05c0d4d81b109e00ef9f,pittsburgh,"construction management fundamentals - m4w - missed connections"
"i am in great search of a SWF 30+53???I GUESS. who did the party thing. who is really kool outgoing bubbly loveable great to her guy knows how to love not gullible not naive. belives that a man and a women dont have to argue.i have been around the block zillions of times myself. i am italian never married no children. .so much to say lets talk . please little drama . no chemical dependency decent weight.. . passion with a warm smile when we are together.. . We keep pride in the relationship.u let me be my self and vice a versa for all. . i am in maspeth. 54y.o. SINGLE MALE. ,,Lets talk",12/25/17,588c66b44192199738f76ed202caf829,newyork,"a very kool bubbly outgoing x partying Swf i am looking for you - missed connections"
"Was in shopping for last minute gifts 2 days in a row saw you working you smiled at me your really cute.  I was looking at a few things you asked if u could help me I couldn't see your name we talked briefly about a store let me know what store I mentioned so I know it's you",12/25/17,f746069f05df9d3fef178f7f8baaa1f1,pittsburgh,"Big lots - m4w - missed connections"
"Hey.  Does anybody know Tyana.  She has been in monroeville and pitcarin and i think she worked at wal mart.  My name is Jimmy and i lost contact with her but i know she would want to see me.  I dont' know her last name.    She is in her 20's. She is black and pretty.  If anyone know's anyone named tyana that might be her please email me.",12/25/17,7cd58eb0b7323fda80d68518c0964f1f,pittsburgh,"Tyanna,  works at wal mart i think used to be sex model - m4w - missed connections"
"As Christmas Eve closes to an end tonightI am still missing you Yes, I am in my feels Always wishing, for youAlways missing youAlways my heart on youAlways youForever you At least within My heart You still Will always remain Still foreverLovingYouForever in my heart You will be Regardless",12/25/17,5995fcf1c5215c34c2aac6875c8c3e32,newyork,"Christmas Eve - w4m - missed connections"
"So beautiful.. I keep reading it, and if it's you...I would feel the same.. 💖",12/25/17,ae08901e70ca6efb6ed9ec9852a136b7,raleigh,"Well - w4m - missed connections"
"Hi. You were out with another couple M/FYou were wearing red dress I was with my 2 female friends Our eyes were locked in We left and I came back Missed you then Get in touch Mention anything about us or your friends I think we need to C each other",12/25/17,a53ac021c6d99f95e2bc04eb2ab28c34,newyork,"Saturday night. Sheepshead bay - m4w - missed connections"
"You were standing behind me in line .You were wearing black stretch yoga pants and you have beautiful blonde hair and a face of an angel.  I was going to say something to you but your beauty stunned me.It was around 1:30 pm on Saturday Dec 23rd I think you're very beautiful and I am kicking myself for not saying hi to you. You're probably already taken but if you arent I would love to chat with you sometime.  If you do look on here and would like to chat please tell me what I was wearing so I know it is you. I know this is a long shot but definetly  worth a shot.",12/25/17,e1b4279ed13bf0dddfd731f943fcda82,pittsburgh,"Get Go Robinson - m4w - missed connections"
"You said you had to drive back to get your license plates be for head to P for Christmas. I love the beard and it's killing me that I am too professional to make a move. I just figure, if you were interested we'd both know solidly by now. Right?",12/25/17,9475e2a2524ee4b8f506253c361c7233,newyork,"Man in Uniform - w4m - missed connections"
"Hi to you tooMerry Christmas Hope your ok tooHope your not alone tooHope your doing good also Hoping to hear from you soon!!!Happy Holidays too you and yours!Bye :) xoxoxo",12/25/17,2034dda2d943ef34636bea4ab0e9067e,pittsburgh,"Merry Christmas & Happy Holidays! - m4w - missed connections"
"I have been stopping in a lot after starting a new job in New Kenzington.I always hope you are there.  Something about you is sooooo sexy.  I watched you have a smoke earlier.Anyone know who this is?  Please point him to this posting.",12/25/17,3d09bb87fadd1f2f7210e7f7b8e62a97,pittsburgh,"Sexy long haired guy at GE Express - m4m - missed connections"
"looking for a swm only ,that would like to hang one on one as a freind with needs .clean with everything , drama free gay only .top bottom ...makes sex last . lets talk and we can see ????. long sessions please be shaved and cut shy ok.body rubs .COLLEGE SWM OK.NO DRUGS ,SMOKE .NICE LOAD A PLUS....IF NOT WEEKLY PLEASE DONT BOTHER .i live in ridgewood ,I am italian.",12/25/17,efb8f7073bdf59049ed7e76a070573d2,newyork,"lets hang weekly swm + swm 19 + - missed connections"
"Saw you working out earlier today. I tried to be discreet but I'm sure you noticed me looking at you as you used the machines against the wall.  Incredibly hot guy! If you happen to see this, what gym and what were we both doing or working on. Describe me. Sorry i was staring at you. It's a big compliment.",12/25/17,e37511c880ac807a5cc48d1d70147390,pittsburgh,"Greentree gym - m4m - missed connections"
"I have never been so mesmerized before in my life. Had a long day but when you crossed my path it made my day even better. Truly Hot guys on my journey. I am not sure if you will even see this but it is worth a shot.  #driver, passenger, square, stop",12/25/17,0f329360d85a50ea54ee8d28c4ea1246,raleigh,"Bus Ride - m4m - missed connections"
"Casting the shadows aside, we watched thegreen grass collied with theopen sky and from there we could see everything we've ever done never doneor wanted todo and so we flew higher intothe orange pinkblue because somehow we knew the sky lives forever mindgallery",12/25/17,c01640968ef04b2b227956e98755dc63,newyork,"The Evening Glitter - missed connections"
"Hey you guys! I am a Plus-Size Model looking for more paid bookings! If you are a photographer (amateur or professional) id love to work for you! I am a Full-Time Published Model which means I have full availability. Looking to book this week! Dont hesitate because its the holidays!Age: 24Height: 5ft5in Weight: 175lbs Bust: 38DD Hips: 44inWaist: 32inShoe: 8.5Size: 12/14African American and Puerto Rican Contact me for images! Thank you!",12/25/17,fc71a6fcb3aa98ff781edd626d882d4e,newyork,"Model Looking For Extra Work During The Holidays - w4m - missed connections"
"Hi, ever notice that:1. It's pretty common nowadays to see an asian girl with a guy of another race, right? So when you see a pair, no big deal. You, dear Reader, probably even know a few couples.2. Mixed asian kids are still a rare sight to see these days, right? So when you see one, it's still pretty surprising and interesting.I am sure you won't disagree with those two statements. Ok good. Now put those together in your mind. Do you see what that means? This: The vast majority of these guys don't stick around. Ok, another thought exercise for you-3. 99% of guys look at porn. Especially now with the internet offering everything for free.4. The biggest subcategory of pornography after plain white girl sex features asian actresses (hailing mostly from economically downtrodden Hawaii- but that's another topic).5. The biggest industry (really almost the only industry) outside of Western porn, is Japan'sYou know what I'm about to say next- put these three statements together. That's right, 99% of guys have therefore seen Asian porn. 99% of guys out there have thought of banging an Asian girl. 'But...no, not my guy, he's different,' you're thinking. Is he though? Ask yourself, do you think he has seen pornography? Ask yourself, why are there SO many guys are there looking for Asian women- the varied range of adolescents to old, elderly men (ok, I won't mention the pedophiles who go to Thailand), from the preppy guy, to rough around the edges guy, to the dorky nerd- is there one point of commonality among all of them? (whispers) It's porn. Of course, there are many more factors behind their fixation (sexual stereotypes, insecurities about their height/penis size, the perceived lack of competition with Asian men), but pornography is the first and perhaps biggest driver of them all. If, in some alternate universe, the Australian Aborigine porn industry was churning out a serious amount of material, you can bet all these guys would be trying to hook up with one.So, Asian Girl. Congratulations on letting them try you out (and saving them a few bucks, since they were going to spend it on an Craigslist escort)",12/25/17,3ee42556b6598cb4c7f2ff4e8573273a,newyork,"Cute Asian girl with pretty eyes near Wholefoods - m4w - missed connections"
"You are always on the move.... you're here and then poof like a rabbit your gone; probably a good thing since it would be taboo anyway",12/25/17,48dd64e338bb7ce3de7679c33c5066a6,raleigh,"Coming and Going - m4w - missed connections"
"Homeless toilet can cumnto you by old bike provide some booze and forty roses I haven't eatenbfor days will swallow piss eat shit from your hole or shit on a plate your place send pic",12/25/17,0e33a67fa540cb6f18485e54059845fe,newyork,"Homeless toilet for use - m4m - missed connections"
"Hey Rachael, I lost your contact info and would really like to catch up. We met up and hung out on Mt Washington, if that rings a bell. I moved away for a bit but am back in Pittsburgh and have a new cell. I'm the one who lived on Mt Washington with the two decks. I know this is a long shot but thought I'd try. It'd be fun to grab drink, if you are up for it. Take it easy.28, swm, avg height, brown hair/eyes, fit/athletic build, was doing masters work at Pitt now done. Are you still at same place?Go Pens!",12/25/17,4b8a9edd13068c8df664d9f0ec0973b2,pittsburgh,"Rachael from Magee - m4w - missed connections"
"To the girl at Tapped last night... sitting at the bar with gifts.   Hit me up if you remember me",12/25/17,6ed9c8942e72631dce7f468e3a6abf7d,pittsburgh,"Moonshine - m4w - missed connections"
"i couldn't stop looking at you. you had freckles. you were there with maybe a date but we kept exchanging glances.",12/25/17,4aa737d6de05c9a50f5d26e6ff053f19,newyork,"cute gal at gold star saturday night - m4w - missed connections"
"You are just the cutest thing ever! A hip, hip, hooray for the👑🎃 ❤A Secret Admirer",12/25/17,44765a2f212a187215708b9467cef635,newyork,"The Pumpkin King - w4m - missed connections"
"I used to work at Costco in Raleigh a few years ago and there was this hot older Italian guy named Jimmy who worked in the bakery. I never knew if you were gay or straight so I never said anything but I thought you were really hot. Would love to hear from you if you happen to see this.",12/25/17,ed7b44a34bea5ee96dd817ab8be83b5c,raleigh,"Jimmy at Costco - m4m - missed connections"
"Good Morning Precious,M,'Love is just a word until someone comes along and gives it meaning.'    .....Paulo CoelhoYou forever changed my heart.I love you..R....................................................................................................................................................................................................................",12/25/17,d24538cb5b39635d78e59a52f1ac2ab6,newyork,"To the most beautiful woman with the most beautifully flowered name - m4w - missed connections"
"You are very cute and handsome.Tried to catch your attention a few times but was unsuccessful.May be because you were with your family.Thank you for chatting with me after.Would love to meet you and have a drink at your choice of a bar.",12/25/17,bd99334839b778ec9edc2385012911c6,newyork,"Christmas eve dinner - m4m - missed connections"
"we sat beside each other for over an hour.  I was there with my friend and you were there with a girl.  we made an exchange at one point.  I think what you said you may have been into me.  Hit me up and tell me something so I know it was you.",12/25/17,e8099bc1b3ca37030a69a5696648911e,pittsburgh,"at the Bar - m4m - missed connections"
"Or why I'm doing this...I just got out of a long relationship and I feel so lost. I have no one to talk to. My life revolved around him so I don't have friends that I can hang out with or talk to, to help me move on. Moving on is all I want to do though. He already has. He moved on before he ended the relationship with me. The problem is, I feel like no one actually wants a relationship anymore. All anyone wants is a hook up or to be friends with benefits. It sucks. This world sucks. And I wish society wasn't so fucked up.",12/25/17,7017c2681a7519df189ec801e6b83061,raleigh,"I don't know what I'm doing.... - w4m - missed connections"
"I always look forward to when I stop and when you are working...It makes my drive to or from work much better.  Your smile lights up the room.  I am married...but I think youd be really fun to hang with.  I know its a long shot...but wondering if you think the same way....",12/25/17,6857a94d93fc1e0f8691a996071fdd87,pittsburgh,"Sheetz Monroeville - m4w - missed connections"
"Callie. Cali? This feels weird, but... I lost you at the bar way before I wanted to stop talking. Or maybe you ran away, I really don't know. So maybe you'll find this and we can finish what we started",12/25/17,44b75093683ba97d9169631b32126c33,raleigh,"The Architect - m4w - missed connections"
"12/23 today approx. 10:30a your were the pretty straight haired blonde with your toddler in your cart, no ring and wearing leotards, you were checking me out and vice versa, describe me and who I was with, if you see this and are interested.",12/25/17,81b83ac490e75e874e13af78af1b2627,pittsburgh,"Aldi's - m4w - missed connections"
"HeyI have been trying to get in contact with you sorry I lost your number but you got my number in our emails.If see pl hit me up Im the FEM CD across church t4mThanks",6/10/18,49f34b34e9e20d48e2f26b14822f63f3,newyork,"Looking for Owen Larz - missed connections"
"Hi If any women needs help for christmas just let me know Any mother , divorced , seprated , stressed , alone , homeless I will try my best to help and complete your needs If i think you are real and your story is real so i will help you till end or who knows for long term i will help other,s to make people happy I dont know after helping a person what he did with the money but i helping from my heart and God See Everything Also if your make your own money I will help with an online business Means how to purchase cheap stuff selle online for higher price and make good money than any job or make the same Every business needs time but trust me You will stand on your feet again In God We Trust After putting this ad i recieved alot of emails with some bad intentions Asking money from western union , money gram , paypal , live cam shows blah blah Again i am not fool so please dont contact me you are just looking to fool somebody Please dont contact me scammer,s because i am not fool i know everything so please no games no tricks Have a good One",12/25/17,7d877a28f46fc4d5f3f09bf7eea6139c,newyork,"All Women,s Who Need Some Help Just Let Me Know !!! - m4w - missed connections"
"Ran into you twice in the BP Walmart.  Just wanted to tell you that you have a beautiful smile and if I would have ran into you a third time, I would have asked you to dinner.  I hope you have a wonderful Christmas.  Maybe we'll bump into each other again sometime.",12/25/17,489b819204ef53623f577611396d06c7,pittsburgh,"Ran into you twice - m4w - missed connections"
"My goodness, you are soo tall, so great, could not help myself to find my way around while watching you and how you filled those jeans.",12/25/17,71a7a5e915055c65a7c374427d7f92f0,pittsburgh,"Tall woman, Gabe's - m4w - missed connections"
"Horse teeth nothing is with him a lot.   Why bother posting?   You can do better.  She is a hag.  A goon.   Super dumb.  He can't get anything better so he settles for that.   I hope they don't procreate!!!!!",12/25/17,dffc80c28c26ec06d39624ad8312ac6f,pittsburgh,"Re:  HORSE teeth nothing - w4m - missed connections"
"Younger blond dude wearing a teal sleeveless shirt, between 3-5pm, Saturday the 23rd. Hit me up ;)",12/25/17,7fb8c2dffd908c0f4f0b8ce6ab0996dc,pittsburgh,"Anytime fitness Robinson - m4m - missed connections"
"Saw you last night I said hey and you asked how was I and I said I'm fine.  But I was on the move headed for the bathroom.  You were with another older woman. You're around my age, beautiful blond short hair you had on black leggings.",12/25/17,def0f2bcdf5621226fa8d33be08b7ab2,raleigh,"Khols - m4w - missed connections"
"You were a woman with blonde braided hair. You had finished your grocery shopping and you had a shopping cart. You wished me a Merry Christmas in a parking lot. This was on December 23, well after 11pm.Do you remember me? Can you describe me?Are you married? What store was this?",12/25/17,3da459aa372de1cf66e49b448902d7e2,newyork,"Braided Blonde Haired Woman in Parking Lot - m4w - missed connections"
"Too funny, I had seen you about a month before this, on Wyckoff Ave. walking, after I had just got done with a job interview. That day you were wearing olive green shorts with a small rip in them and an olive green tank top. Halloween you weren't in costume, you were wearing skinny black pants, I think a black jacket and you had a metal hook for your belt hanging off. I was wearing a metallic red short guitar dress, red lipstick, black heels. I have long auburn colored hair and green eyes. I was checking you out, but I'm not sure you noticed. You must live around there. I would have said hello, but you were with some girl and I wasn't sure if she was your girlfriend.You are just my type... tall, slim, w/long blond hair worn in a bun... If you're out there, let me know. Send a pic.",12/25/17,fe3d46de68a442b60e362e2f6f9d2fd5,newyork,"Cobra Club, Halloween, around 9:30, tall guy w/long blond hair/beard - w4m - missed connections"
"Teach me to love teach me responsibility teach me how to be a man and treat me like I'm your boy your son you're my mom I love you mommy only email me if you're serious with your number in the picture",12/25/17,f8eb562dec3cfaf7b82e107499eebec2,newyork,"Looks for a mature woman - m4w - missed connections"
"Actually it's being crushed. She does not love me the way I have loved her. She does not see me. All I see is her. Three years and I still don't know 98% of who she is. She doesn't ask about me, she is content with the little she knows of me. Why? That is and was not love, on her part.I have tried to love someone incapable of loving me. Today she has hurt my invisible for the last time.Now, what do I do next...",12/25/17,0b0688000100816e37b22efc5d30f11b,newyork,"My invisible hurts... - w4w - missed connections"
"You were with two friends in my car last night/Saturday morning.You are a psych major...and know all the answers.Despite our age difference, we really clicked and that is rare for me so quickly.If interested tell me something I left out about your ride or something we talked about.",12/25/17,135f6162012d0d6fada2312dcba6eebc,raleigh,"Uber...3:30 AM...Saturday Morning - m4w - missed connections"
"Saw you in bathroom your a big bellied man you told me about going to chase your grandkids around today if you want a great nsa blow job let me know what you where gonna scare your grand kids with and we can set something up",12/25/17,a3452a882b2b95f7223074b40275b1f3,pittsburgh,"Sheetz - m4m - missed connections"
"Do you do what I do? Look through missed connections just wondering if anyone noticed you and would post? See if you just happen to catch someone's eye? Yeah. Me too. I am a good looking guy, but not so good looking a woman would write a post looking for me cause I am just that hot. Lol. Maybe that's you too. You are probably very pretty. Maybe we find each other here just like this. Send me a note and let's see??",12/25/17,d728cf661528ccad5abeaedf2f6bcc74,raleigh,"Do you wish it was you? - m4w - missed connections"
"Thx for the tissue, hope your shopping went well. If you somehow see this, mention the location at which you went shopping so I know it's not a spam-bot or something. And, y'know, maybe we can meet up for some hot cocoa or the like.",12/25/17,b1257157cc8ef72daaf59dd8159e8c37,newyork,"A-Train Sniffles, Tissues & 5th Avenue Windows - m4w - missed connections"
"You were standing kind of behind me at sheetz,  Dec 24. In the afternoon.  Your are extremely cute. In got my food order first,  went out to wait for ya, but didn't have much time.  If you think this is you, tell me how you had your hair.",12/25/17,80d043f727cc9b9740228042cda1c40a,pittsburgh,"Sheetz - m4w - missed connections"
"you were with a pretty friend....but you are absolutely amazing......want to be with you so badly.....i was leaving....you were arriving...get in touch.....",12/25/17,7903a9af00da5b5acb27b670f1226561,newyork,"255 a.m. in diner....dark haired gorgeous slightly drunk young woman - m4w - missed connections"
"Think u were checking me out tooJust got out of shower Your bag was in front of my locker",12/25/17,5567d436c05cb9be4315b5ab396694c6,newyork,"Swimmer twink flaunting ass at ymca - m4m - missed connections"
"You bumped into me with your cart in electrical. Our eyes locked, and both said sorry. As we passed we both turned and looked at each other then disappeared around the corner. Would like to see what that smile was all about.",6/10/18,08c35474c1898bbf02f880ec02235b22,pittsburgh,"Lowe's - missed connections"
"Let's not blame ourselves for the malice forced between us.Let's not blame each other for the glitches we encounter in our culture,Clothes or coffee or cigarette counter cultureWe are responsible for fixing it, but we can't blame ourselves for being born into itDisambiguation is our weaponDangerous enough to uphold a conviction that I'm madBut you've got to be mad to make magic happenAnd just because you cannot see itDoesn't mean you can't believe itIt will work anywayIt's mad that I've decided to stayTo unify and continue to defy every dayBy having everything taken from meEven a future that I could forsee...I regained my freedomNothing left to fear or hide fromAnd I'll share some of mine with youAnd everyone who wants some tooBut to desire power is not freeSo if they try to interrupt meThey spell their own fateWith an outdated dictionary",12/25/17,84a9ed967700f839452e0974f0dba352,pittsburgh,"No One's at Fault. - w4m - missed connections"
"We both ate lunch today in a restaurant near the mall. We sat across from each other at the bar and exchange some smiles and conversation. Seem like a super nice guy and quite handsome. Reach out if that was you and tell me something about lunch today",12/25/17,6a1c959787f1371575afbccc64735976,raleigh,"Lunch today near Crabtree - m4m - missed connections"
"I am a 29 year old master seeking a slave to live with me and do everything I say.I live in an appartment.I am in a wheelchair so any person that contacts me would need to come to me because I don't drive. Serious inquiries only need one asap",12/25/17,fc5a4b9b692cf48013dbae5950245448,pittsburgh,"Master seeking slave - m4m - missed connections"
"B j b just wanted you to know this has been the longest, toughest 4 weeks 3 days 19 hours ever. You will never understand, I wish you could",12/25/17,057432f44b72a722242c0d7bcb2dff28,pittsburgh,"My soul mate - m4w - missed connections"
"You were visiting from Pittsburgh and train at an Orange Theory studio there. You worked out at Harrisburg Orange Theory on Christmas Eve. Nike golf cap, tats. I complimented your backpack. You were so fucking hot.",12/25/17,74c9e478c74d9ae26e1b068ba286ad97,pittsburgh,"P'burgh Orange Theory Trainer Working Out in Harrisburg - m4m - missed connections"
"Last evening, you caught me jerking off. You said, 'Nice cock'.  You dropped to your knees and sucked my cock hard and fast.  I put my hand on the back of your head when I got ready to shoot.  You swallowed every drop and it was a large 3 day load.  Let's make plans for another time.  Tell me what we did just before we left.",12/25/17,e5cc99aa7a0dc47e544d55a4fde3a290,pittsburgh,"It was great. - m4m - missed connections"
"seeking a dude named Pitah  from East Harlem ..I do wanna meet you and  get to know you.. Contact me again my dude........................................................................................................................................................................................................................",12/25/17,366d92d08598daaacff89f14d0533d0a,newyork,"Pitah from East Harlem - m4m - missed connections"
"I got that heavy from ther iver folk all cold tryna move more up be half smart smoke a homie let's songrite",12/25/17,e93b55f6b2b41efbe4572eb4f95f0b26,pittsburgh,"mamma blueberry - m4m - missed connections"
"I seen you hard body wish we would have spoken hit me backHardbody Pictures for pictures I might like it better if we train together",12/25/17,9941b7cc0552e94918ccd90ae60268ff,newyork,"The Gym :) Twisted for Twisted  S,la.v.e R,A.P,e - m4w - missed connections"
"Seriously? You're fucking that overweight 55ish-year old married lady? Fuck you, you pathetic piece of shit. Obviously you're so insecure that you need the validation of a crazy lady? Good luck I guess. I'm half her age and cute af so idk what your problem is but obviously it's something. Goodluck I guess?",12/25/17,91a28c145f96ce123296509e268f83bb,newyork,"Michael-you're pathetic - w4m - missed connections"
"A guy tried to rear end me yesterday then speed off like a demon. Thank you. Now I get to be harrased by a bunch of men and manipulated women forever. That is what you did for me.",12/25/17,f515e843370a5634c2f5ea9510dad556,newyork,"Aftermath - w4m - missed connections"
"This was a few weeks back (i think on Monday night Dec. 4)It was late and you and your lady came in. You were upstairs for a min then went in a booth downstairs. Door adjar. I watched her suck you and then you fucked her. Then she sucked me off in the doorway.I would love to play with you guys again next time I am in town. I stay at a hotel at the Homestead Waterfront. I am willing to host.Would LOVE to share your cock with her. Love to suck and play. Maybe I can clean your load out of her?Tell me who else was there so I know it is you.",12/25/17,a80da68758f07d0da968ae0edaed6208,pittsburgh,"I watched then she sucked me (McKeesport Bookstore) - m4mw - missed connections"
"I know this is a long shot, it was over 3 years ago.  I used to see you at the old gym in Perimeter Park.  You were extremely in shape and did a lot of crossfit/squat type exercises.  You always had fresh shoes on.  I wanted to talk to you every time but you had a ring on so I didn't.",12/25/17,2c1232793fc07724b620738573d77b31,raleigh,"Perimeter Park Gym - m4w - missed connections"
"I am a African-American Dominican transexual Barbie doll top looking for Caucasian men in my local area only I'm celebrating my birthday today looking for bottoms only",12/25/17,da75132a6c3da1c4711cd91b41580584,newyork,"Party party party tranny daddy - t4m - missed connections"
"You: dark-haired guy in back corner of locker room getting ready to go into steam room. Me: already showered and dressing.  I was watching you through the mirror and you knew it. Great cock. Around what time was it? What was the color of the shorts that you put on?",12/25/17,6f35bdadd938f106dc55ce1002fa17a8,raleigh,"FC-NH Fri 12/22 - m4m - missed connections"
"Hey I've missed you. How's the dancing going?🍷🌳🌬🍷🌬🌳",12/25/17,4cdd8ffc59a77cb19c9774a5cc78e526,newyork,"Kate - m4w - missed connections"
"I last saw you about a month ago at the ABC Store on New Bern Ave. You drive  a white Ranger Rover, and have plenty of swagger. I'd like to explore the possibility, if you're so inclined.",12/25/17,8b0e4df6ad41c155c68f732d5d29dc38,raleigh,"New Bern ABC Store - m4m - missed connections"
"I tried to forget because remembering hurtBut the story unfolds anywayI'm afraid you'll accuse, you're afraid I'll desertBut I've been remembering better every dayHow you made my smile wider and brighterHow I made you a lover and you made me a fighterI think of roller blades and rescue cats, the smell of listerineDelicate and thoughtful Christmas figurinesWe smoked in the bathroomWe laughed in the woodsLet's not waste time on coulds or shouldsYou have a legion and I have my neighborsA union of like minds doing different laborsThat's all I got, these lovely memories folded under the weightOf fear and envy and misplaced hateWe're really only human after allEvolving through our lifetimesRevolving through spring and fallSometimes amped,  sometimes mimesBut we can send shockwaves with the power of our minds",12/25/17,f4c871802b533f192ce57aacdc30fdd6,pittsburgh,"My moon, my man - w4m - missed connections"
"Looking for old friends from on here.  We used to have so much fun.   Let's meet again....56 mwm here.",6/10/18,5cc9ee8e99000d4cfc0837554c42ae81,pittsburgh,"Locate old friends - missed connections"
"Have you ever experienced the undivided attention of two men? Imagine the pleasure you'll receive from two fine cocks, two mouths, and two pairs of strong, sensual hands! Imagine being fucked nonstop as we take you over and over ;-) Or, if you like, being double-penetrated, as you sit on one of us, riding his cock, while the other comes in from behind and takes your ass (slowly... & gently... with lots of lube)! Though DP is not necessary.We're open to whatever you want to explore. Whatever your boundaries are, they will be RESPECTED.We're two tall, clean, handsome, well-endowed, virile, Caucasian men, who really enjoy sex and driving a woman to ecstasy. To share a woman and give her double pleasure takes it to the next level. We're good looking, respectful, very well endowed at 7.5' and 8.5' and both quite thick. We're clean, educated, articulate, non-smokers, drug and disease free. We always respect a woman's boundaries, so rest assured yours will be respected. We're 100% straight - so there won't be any sex between the two of us - just plenty of it between you and the two of us! We seek a fun, sexy, uninhibited woman over 21.",12/25/17,9f750db48e3213b2a3f708dd2100c96a,newyork,"Heavenly feeling of two cocks at once!!! - mm4w - missed connections"
"You are always working the register when I come in, and you are always looking so sexy. You have become my fantasy late at night when I cant sleep but now i wanna make it real. Hmu and let me give it all up to you :)",12/25/17,870ac6f605bc6e969797de5324ab8879,raleigh,"I get so wet thinking about you - w4m - missed connections"
"'One foot in and one foot back.But it don't pay to live like that.So I cut the ties and I jumped the tracks.For never to return.When at first I learned to speak.I used all my words to fight.With him and her and you and me.Ah, but it's just a waste of time.Yeah it's such a waste of time.Ah Brooklyn, Brooklyn take me in.Are you aware the shape I'm in?My hands they shake, my head it spins.Ah Brooklyn, Brooklyn take me in.Three words that became hard to say.I and love and you.What you were then I am today.Look at the things I do.Ah Brooklyn, Brooklyn take me in.Are you aware the shape I'm in?My hands they shake, my head it spins.Ah Brooklyn, Brooklyn take me in.Dumbed down and numbed by time and age.Your dreams that catch the world the cage.The highway sets the traveler's stage.All exits look the same.Three words that became hard to say.I and love and you.I and love and you.I and love and you.'Avett Bros.",12/25/17,e929b0819b73d0227f0390b9d718e507,newyork,"Brooklyn - m4w - missed connections"
"SMASH INTO YOU  BY:Beyonce Head downAs I watch my feet take turns hitting the groundEyes shutI find myself in love racing the EarthAnd I'm soaked in your loveAnd love was right in my path, in my graspAnd me and you belongI wanna run (run)Smash into youI wanna run (run)And smash into youEars closedWhat I hear no one else has to knowCause' I knowThat what we have is worth first place in goldAnd I'm soaked in your loveAnd love is right in my path, in my graspAnd me and you belong, oh...I wanna run (run)Smash into youI wanna run (run)Smash into youSmash into youOh......Head downAs I watch my feet take turns hitting the groundEyes shutI'm in love and I'm racing the EarthAnd I'm soaked in your loveAnd love is right in my path, in my graspAnd me and you belongOh...I wanna runSmash into youI'm willing to run (run)Smash into youI'm willing to run, run, run, run, ooh ooh ooh ooh oohI'm willing to run, run, run, run, ooh ooh ooh ooh oohI wanna run, runSmash into youI'm willing to run (run)Smash into youHead downAs I watch my feet take turns hitting the groundEyes shutI find myself in love racing the EarthAnd I'm soaked in your loveAnd love was right in my path, in my graspAnd me and you belongI wanna run (run)Smash into youI wanna run (run)And smash into youI wanna run (run)Smash into youI wanna run (run)Smash into youSmash into youOh......YOU!",12/25/17,261ee223ffa61fb91c008e863f945766,newyork,"Smash into YOU - w4m - missed connections"
"'Never Tear Us Apart'(INXS)Don't ask meWhat you know is trueDon't have to tell youI love your precious heartII was standingYou were thereTwo worlds collidedAnd they could never tear us apartWe could liveFor a thousand yearsBut if I hurt youI'd make wine from your tearsI told youThat we could fly'Cause we all have wingsBut some of us don't know whyII was standingYou were thereTwo worlds collidedAnd they could never ever tear us apart*Merry Christmas.  Reach out. I'm here. - (Pumpkin Seed)",12/25/17,c50a892147b4377fea1ca1954126eabb,newyork,"S to J (Pumpkin King) Never Tear Us Apart - w4m - missed connections"
"I'm a divorced, white, 40 year old, sapiosexual man. I'm fun, kind, caring, 420++ friendly. I am mature, stable, employed, educated, intelligent, accommodating and flat out bored AF. I would love some company over this holiday weekend. My ideal companion is for a funny and intelligent lass. Age and ethnic background are not issues for me. However, you should be emotionally mature enough to handle and enjoy conversation about a wide variety of subjects. You want to party, but you also want to bake cookies, spoon on the couch and take lots of naps together.Like me, you are STD free and HIV negative. If it gets there I practice safe sex only and you should as well. If this appeals to you please reply with a few sentences about yourself. Feel free to include a face pic if you would like mine in return.Lastly, to help me week through the fake replies please write the name of the neighborhood you lived in when you first came to NYC.",12/25/17,2bbc6cf9ba606b81083bead149f5b460,newyork,"Alone for the Holidays? - m4t - missed connections"
